license_state,license_status,license_number,licensee_name_business,establishment_address_full
Georgia,Active,5457,PK PANTRY INC,2502 LUMPKIN RD AUGUSTA GA 30906-3020
Georgia,Active,67619,PK RESTAURANT LLC,1919 METROPOLITAN PKWY SW STE B BLDG B ATLANTA GA 30315
Georgia,Inactive,63786,PK RESTAURANT LLC,1919 METROPOLITAN PKWY SW STE B BLDG B ATLANTA GA 30315
Georgia,Active,62589,"PL BRANDS, INC",311 LAKEVIEW DR BUFFALO GROVE IL 60089-1789
Georgia,Active,58619,PL360 BEVERAGE PARTNERS,2401 S DOWNING ST DENVER CO 80210-5811
Georgia,Inactive,67045,PLACE,1800 CRESCENT LN ATHENS GA 30607-2101
Georgia,Active,64283,PLAGIDO'S WINERY,570 N 1ST RD HAMMONTON NJ 08037-9103
Georgia,Inactive,66818,PLAINS BETTER HOMETOWN,100 MAIN STREET PLAINS GA 31780
Georgia,Active,22816,PLAINVILLE GROCERY,512 PLAINVILLE RD SW PLAINVILLE GA 30733-9685
Georgia,Inactive,69421,"PLAN IT GREEN, INC.",7016 EVANS TOWNE CENTER PARK EVANS GA 30809
Georgia,Inactive,49352,PLANET 10 SPIRITS,1 S DEARBORN ST STE 1700 CHICAGO IL 60603-2308
Georgia,Active,27424,PLANET BOMBAY INDIAN CUISINE,451 MORELAND AVE NE ATLANTA GA 30307-1562
Georgia,Inactive,48084,PLANET OF THE GRAPES LLC,126 W KING ST DALTON GA 30720-4220
Georgia,Inactive,60093,POBLANOS,7016 EVANS TOWN CENTER BLVD EVANS GA 30809-4314
Georgia,Inactive,64870,PLANET PARTY COCKTAIL COMPANY,2500 S DECKER LAKE BLVD STE 4 WEST VALLEY CITY UT 84119-5782
Georgia,Inactive,59193,PLANNING MODE LLC,SCAD MUSEUM SAVANNAH GA 31401
Georgia,Inactive,58394,PLANT CAFE LLC,504 PLANT AVE WAYCROSS GA 31501-3510
Georgia,Active,60188,PLANTATION CLUBHOUSE,100 LINGER LONGER RD GREENSBORO GA 30642-7427
Georgia,Inactive,27244,PLANTATION GRILLE,629 E/F N WESTOVER BLVD ALBANY GA 31707-4950
Georgia,Active,60190,PLANTATION MARINA STORE,100 LINGER LONGER RD GREENSBORO GA 30642-7427
Georgia,Inactive,41368,PLANTATION STEAKHOUSE & LOUNGE,210 RAILROAD ST JACKSON GA 30233-2100
Georgia,Active,32994,PLANTERRA RIDGE GOLF CLUB,500 CLUBHOUSE DR PEACHTREE CITY GA 30269-1930
Georgia,Active,37887,PLASTER SHELL & FOOD,496 PLASTERS AVE NE ATLANTA GA 30324-3913
Georgia,Active,53361,PLATA WINE PARTNERS,205B JIM OSWALT WAY AMERICAN CANYON CA 94503-9624
Georgia,Inactive,53594,PLATES ON THE SQUARE,301 ADAMSON SQ CARROLLTON GA 30117-3213
Georgia,Inactive,35116,PLATES ON THE SQUARE,301 ADAMSON SQ CARROLLTON GA 30117-3213
Georgia,Active,62856,PLATES ON THE SQUARE,301 ADAMSON SQ CARROLLTON GA 30117-3213
Georgia,Active,62857,PLATES ON THE SQUARE,301 ADAMSON SQ CARROLLTON GA 30117-3213
Georgia,Inactive,56070,PLATINUM BLUE,4505 ASHFORD DUNWOODY RD NE STE G ATLANTA GA 30346-1514
Georgia,Inactive,41156,PLATINUM BRANDS,6450 DOBBIN RD STE G COLUMBIA MD 21045-5824
Georgia,Inactive,55708,PLAY HOUSE,39810 ALBANY HWY LEARY GA 39862-6036
Georgia,Inactive,50858,PLAYA AZUL RESTARUANT,401 ROSE DR MARIETTA GA 30060-2432
Georgia,Inactive,35638,PLAYER'S SPORTS BAR AND CAFE,3101 CANTON RD MARIETTA GA 30066-3812
Georgia,Active,11153,PLAYERS,1500 54TH ST COLUMBUS GA 31904-4412
Georgia,Inactive,66658,PLAYERZ SPORTS BAR & GRILL,1507 W WALNUT AVE DALTON GA 30720-3832
Georgia,Active,66735,PLAYERZ SPORTS BAR & GRILL LLC,1507 W WALNUT AVE DALTON GA 30720-3832
Georgia,Inactive,40498,PLAZA BEER & WINE,5039C N HENRY BLVD STOCKBRIDGE GA 30281-3538
Georgia,Inactive,45691,PLAZA DEL TORO,3305 POPLAR SPRINGS FRK FLOWERY BRANCH GA 30542
Georgia,Inactive,28210,PLAZA FOOD MART,1598 ROME HWY CEDARTOWN GA 30125-4403
Georgia,Inactive,2068,PLAZA GROCERY,10 CENTRAL PLZ ROME GA 30161-3234
Georgia,Inactive,47977,PLAZA LINARES,138 TIDWELL RD ALPHARETTA GA 30004-8417
Georgia,Inactive,9,PLAZA LIQUOR STORE,4516 CHAMBLEE DUNWOODY RD DUNWOODY GA 30338-6202
Georgia,Inactive,64566,PLAZA THEATRE FOUNDATION INC,1049 PONCE DE LEON AVE NE ATLANTA GA 30306-4219
Georgia,Inactive,69618,PLAZA THEATRE FOUNDATION INC,1049 PONCE DE LEON AVE NE ATLANTA GA 30306-4219
Georgia,Inactive,64572,PLAZA THEATRE FOUNDATION INC,1049 PONCE DE LEON AVE NE ATLANTA GA 30306-4219
Georgia,Inactive,61265,"PLC, LLC",2350 MCNAB RANCH RD UKIAH CA 95482-9350
Georgia,Active,68796,PLEASANT HILL FOOD MART,974 PLEASANT HILL RD NW CONYERS GA 30012-1732
Georgia,Inactive,60067,PLEASANT HILLS FOOD MART,974 PLEASANT HILL RD NW CONYERS GA 30012-1732
Georgia,Inactive,8861,PLEASANT PEASANT/PEASANT UPTOW,555 PEACHTREE ST NE ATLANTA GA 30308-2258
Georgia,Active,47579,PLEASANT VALLEY WINE COMPANY,8260 PLEASANT VALLEY RD HAMMONDSPORT NY 14840-9514
Georgia,Inactive,19668,PLEASANTDALE LIQUORS,3210 TUCKER NORCROSS RD TUCKER GA 30084-2126
Georgia,Active,15509,PLEASERS,849 CLEVELAND AVE SW ATLANTA GA 30315-7108
Georgia,Inactive,18523,PLEEZING FOOD STORE,801 S DAVIS DR WARNER ROBINS GA 31088-4905
Georgia,Inactive,9526,PLEEZING FOOD STORE,317 BRADY DR WARNER ROBINS GA 31088-3589
Georgia,Inactive,62353,PLEEZING FOOD STORE,801 S DAVIS DR WARNER ROBINS GA 31088-4905
Georgia,Active,65361,PLEEZING FOOD STORE,801 S DAVIS DR WARNER ROBINS GA 31088-4905
Georgia,Inactive,43747,PLOUGHMAN'S PUB,1235 ATHENS ST JEFFERSON GA 30549-1480
Georgia,Active,65529,PLUM CAFE,1055 CANTON ST ROSWELL GA 30075-3670
Georgia,Active,70267,PLUM SOUTHERN,121 MAIN ST LAGRANGE GA 30240-3217
Georgia,Inactive,59080,PLUME RIDGE,1485 ANDREW DR STE C CLAREMONT CA 91711-5766
Georgia,Active,63046,PLUME RIDGE,1485 ANDREW DR STE C CLAREMONT CA 91711-5766
Georgia,Active,65770,PLUMFLOOR FOOD MART,2000 DELOWE DR SW ATLANTA GA 30311-4717
Georgia,Active,42651,PLUMPJACK WINERY,620 OAKVILLE CROSS RD OAKVILLE CA 94562
Georgia,Inactive,69363,PLUMPJACK WINERY,620 OAKVILLE CROSS ROAD OAKVILLE CA 94562
Georgia,Active,66527,PLYMEL FOODS LLC,1121 1ST ST NE MOULTRIE GA 31768
Georgia,Active,42023,PMP FOOD MART,821 W MAIN ST CLAXTON GA 30417-1875
Georgia,Active,17151,PNC ENTERPRISES INC.,1815 BRIARCLIFF RD NE ATLANTA GA 30329-4007
Georgia,Active,66031,PNH ATL BUFFALO WILD WINGS LLC,1 HARTSFIELD-JACKSON ATLANTA INTERNATIONAL AIRPORT COUNCOURSE D-F31 ATLANTA GA 30320
Georgia,Active,53768,PO JO'S #2,21201 US HIGHWAY 80 E STATESBORO GA 30461-6793
Georgia,Inactive,44599,PO JO'S #4,123 W MAIN ST STATESBORO GA 30458-5316
Georgia,Inactive,18099,PO JO'S STOP N GO,1300 W GWINNETT ST SAVANNAH GA 31415-5352
Georgia,Inactive,30512,PO' BOYS CREOLE CAFE,131 E BROAD ST STE B ATHENS GA 30601-2864
Georgia,Active,26973,PO-JO'S GAS N GO,3575 US HIGHWAY 301 S REGISTER GA 30452-5049
Georgia,Active,30206,POARCH GROCERY,2579 RED BUD RD NE CALHOUN GA 30701-9523
Georgia,Active,50116,POBLANO'S MEXICAN REST # 2,1319 SCENIC HWY LAWRENCEVILLE GA 30045-6360
Georgia,Inactive,60088,POBLANOS,7016 EVANS TOWN CENTER BLVD EVANS GA 30809-4314
Georgia,Active,46351,POBLANOS MEXICAN GRILL,3344 COBB PKWY NW STE 600 ACWORTH GA 30101-8348
Georgia,Active,46883,POBLANOS MEXICAN GRILL,7005 EVANS TOWN CENTER BLVD EVANS GA 30809-4315
Georgia,Active,50122,POCI GROCERY,870 POCA RD DANIELSVILLE GA 30633-3650
Georgia,Inactive,50874,POCKETSHOTS,9272 JERONIMO RD STE 122 IRVINE CA 92618-1914
Georgia,Active,63375,POETREE,45 OLD PEACHTREE RD NE STE 1500 SUWANEE GA 30024-2597
Georgia,Active,61848,POINT SOUTH SHELL FOOD MART,8550 HIGHWAY 85 JONESBORO GA 30238-4300
Georgia,Active,30003,POINTE SOUTH GOLF CLUB,4324 PEACH ORCHARD RD HEPHZIBAH GA 30815-4703
Georgia,Inactive,32447,POITEVINT'S COUNTRY STORE,2752 GA HIGHWAY 112 N CAIRO GA 39827-4350
Georgia,Active,44645,POKEYS,1134 N CHURCH ST BLAKELY GA 39823-2219
Georgia,Inactive,51365,POLICE BENEVOLENT FOUNDATION INC,111 DAVIS RD STOCKBRIDGE GA 30281-3307
Georgia,Active,45572,POLITE'S SOUTHSIDE PACKAGE,312 W HIGHLAND AVE ALBANY GA 31701-2810
Georgia,Active,35334,POLLO TROPICAL,825 DULUTH HWY LAWRENCEVILLE GA 30043-5320
Georgia,Active,59827,POLLO TROPICAL,2955 COBB PKWY SE STE 910 ATLANTA GA 30339-3524
Georgia,Active,67259,POLLO TROPICAL,1510 MARKET PLACE BLVD CUMMING GA 30041-7926
Georgia,Active,66234,POLLO TROPICAL,10900 HAYNES BRIDGE ROAD ALPHARETTA GA 30022
Georgia,Active,65703,POLLO TROPICAL,840 ERNEST W BARRETT PKWY NW KENNESAW GA 30144-6816
Georgia,Active,42957,POLLOS A LA BRASA LA FRAGUA INC,6034 S NORCROSS TUCKER RD STE D NORCROSS GA 30093-1304
Georgia,Active,28689,POLLY'S CORNER CAFE,6351 ZEBULON RD MACON GA 31220-2654
Georgia,Active,29640,POLLY'S LA MESA INC,3439 PIO NONO AVE MACON GA 31206-3033
Georgia,Inactive,27664,POLLY'S MIRAGE LOUNGE,3260 JEFFERSONVILLE RD MACON GA 31217-5175
Georgia,Active,67336,POLO GOLF & COUNTRY CLUB,6300 POLO CLUB DR CUMMING GA 30040-5717
Georgia,Inactive,48916,POLO GRILLE & LOUNGE,1 HARBOR RIDGE DR GREENSBORO GA 30642
Georgia,Inactive,53620,POMARICO'S PIZZERIA,1050 RICHARD D SAILORS PKWY STE 300 POWDER SPRINGS GA 30127-5221
Georgia,Active,38487,PONCE CAFE,3924 E PONCE DE LEON AVE CLARKSTON GA 30021-1813
Georgia,Inactive,52731,PONCE DE LEON EXXON,1161 S PONCE DE LEON AVE NE ATLANTA GA 30306-4653
Georgia,Active,11415,PONCE FOOD MART,689 BOULEVARD NE ATLANTA GA 30308-2701
Georgia,Active,38932,POND VIEW FINE DINING & INN,311 PENDLETON ST WAYCROSS GA 31501-3730
Georgia,Active,6060,PONDER'S SEAFOOD,600 W CENTRAL AVE MOULTRIE GA 31768-3664
Georgia,Inactive,36622,PONDEROSA LOUNGE,1985 GA HIGHWAY 292 LYONS GA 30436-2520
Georgia,Inactive,27417,PONDEROSA NIGHT CLUB,91 PONDEROSA RD BUENA VISTA GA 31803-6403
Georgia,Inactive,52618,PONDEROSA STEAK HOUSE,218 N CENTER ST THOMASTON GA 30286-3643
Georgia,Inactive,63415,PONTOON'S,5167 GA HIGHWAY 219 FORTSON GA 31808-4513
Georgia,Inactive,63059,PONTOONS,5167 GA HIGHWAY 219 FORTSON GA 31808-4513
Georgia,Active,69596,PONTOONS,5167 HIGH WAY 219 FORTSON GA 31808
Georgia,Inactive,20737,POOL BAR,265 PEACHTREE CENTER AVE ATLANTA GA 30303
Georgia,Inactive,20691,POOL BAR,4711 BEST ROAD COLLEGE PARK GA 30337
Georgia,Inactive,23792,POOL BAR,246 PERIMTER CENTER PARKWAY ATLANTA GA 30346
Georgia,Active,20511,POOL PATIO BAR,265 PEACHTREE CENTER AVE NE ATLANTA GA 30303-1208
Georgia,Active,64072,POOL ROOM & CAFE LLC,5152 WASHINGTON ST SW COVINGTON GA 30014-2779
Georgia,Inactive,45252,POOLE PALACE,1395 COLUMBIA DR STE A5 DECATUR GA 30032-2847
Georgia,Inactive,48285,POOLER BEVERAGE CENTER,1109-C US HIGHWAY 80-E POOLER GA 31322-9541
Georgia,Inactive,4386,POOR BOYS,404 WHITESVILLE ST LAGRANGE GA 30240-5336
Georgia,Active,35953,POOR BOYS CORPORATION,253 REDFERN VLG SAINT SIMONS ISLAND GA 31522-2536
Georgia,Inactive,28108,POOR BOYS LIQUOR,4661 HIGHWAY 44 UNION POINT GA 30669
Georgia,Active,64001,POOR CALVIN'S,510 PIEDMONT AVE NE ATLANTA GA 30308-3411
Georgia,Inactive,14113,POOR FOLKS POOL & BAR,HWY 26 & ROGER ST BUENA VISTA GA 31803
Georgia,Active,11795,POOR RICHARDS RESTAURANT,1702 PARK HILL DR GAINESVILLE GA 30501-1954
Georgia,Inactive,26789,POOR WILLIE'S # 19,14001 ABERCORN ST SAVANNAH GA 31419-1934
Georgia,Active,68151,POP IN FOOD MART,1125 E CHURCH ST FORT VALLEY GA 31030-3116
Georgia,Active,69373,POP LLC,3515 MALL BLVD DULUTH GA 30096-4710
Georgia,Active,12578,POP STOP,5974 JIM CROW RD FLOWERY BRANCH GA 30542-2505
Georgia,Inactive,26222,POP TOP PACKAGE,5735 JIMMY CARTER BLVD NORCROSS GA 30071-2930
Georgia,Inactive,46191,POP'S GROCERY,375 GEORGIA HIGHWAY 100 HOGANSVILLE GA 30230-3713
Georgia,Inactive,22288,POP'S PACKAGE STORE,796 GRIFFIN SHEFFIELD RD DAMASCUS GA 39841-2018
Georgia,Active,27288,POP'S PERFECT CORPORATION,271 SCUFFLEBORO RD EATONTON GA 31024-7787
Georgia,Active,18148,POP'S PLACE,5614 HOLIDAY RD BUFORD GA 30518-1523
Georgia,Active,16409,POP-A-TOP,210 32ND ST COLUMBUS GA 31904-7506
Georgia,Active,63561,"POPCORN SUTTON DISTILLING, LLC",1200 CLINTON ST STE 100 NASHVILLE TN 37203-2894
Georgia,Active,55729,POPCORN WINE GROUP,824A HEALDSBURG AVE HEALDSBURG CA 95448-3613
Georgia,Inactive,63005,POPE VALLEY WINERY,6613 POPE VALLEY RD POPE VALLEY CA 94567-9409
Georgia,Inactive,70362,POPE VALLEY WINERY,6613 POPE VALLEY RD POPE VALLEY CA 94567-9409
Georgia,Inactive,7759,POPE'S GROCERY,830 STEVENS CREEK RD AUGUSTA GA 30907-9251
Georgia,Inactive,69334,"POPEYES, CHECKERS, EDYS",UNIT RESTAURANT 1 HARTSFIELD AIRPORT SW CONCOURSE D-F3A ATLANTA GA 30320
Georgia,Inactive,53716,POPPY'S,151 MOSE COLEMAN DR VIDALIA GA 30474-8676
Georgia,Inactive,36350,POPS COUNTRY STORE,2500 REED RD DALTON GA 30720-6331
Georgia,Inactive,35017,POPS KUNTRY STORE,3780 FARMERS BRIDGE RD HEPHZIBAH GA 30815-5504
Georgia,Inactive,2448,POPS LIQUOR STORE INC,3072 EARLY ST NW ATLANTA GA 30305-1846
Georgia,Inactive,52383,POPS PLACE/BRANTLEY'S BILLIARD,214 S GREEN ST SWAINSBORO GA 30401-3037
Georgia,Inactive,10718,POPS PRIVATE CLUB,4258 MERITAS DR COLUMBUS GA 31904-6257
Georgia,Inactive,42625,PORT ARMOR COUNTRY CLUB,1201 PORT AMOR PKWY GREENSBORO GA 30642
Georgia,Inactive,42626,PORT ARMOR INN,1100 PORT ARMOR PKWY GREENSOBORO GA 30642
Georgia,Inactive,42627,PORT ARMOR MARINA,1260 ANCHOR BAY DR GREENSBORO GA 30642-3754
Georgia,Active,62232,PORT BREWING,155 MATA WAY STE 104 SAN MARCOS CA 92069-2983
Georgia,Inactive,63829,UBAID ENTERPRISES INC,1810 CASSVILLE RD NW CARTERSVILLE GA 30121-4706
Georgia,Inactive,51835,PORT CITY DELI,1408 TALLAHASSEE HWY STE N BAINBRIDGE GA 39819-7900
Georgia,Active,65522,PORT CITY DELI,122 E BROUGHTON ST BAINBRIDGE GA 39817-3618
Georgia,Inactive,51103,PORT COLUMBUS CIVIL WAR NAVAL CENTER,1002 VICTORY DR COLUMBUS GA 31901-3429
Georgia,Inactive,57263,PORT COLUMBUS CIVIL WAR NAVAL CENTER,1002 VICTORY DR COLUMBUS GA 31901-3429
Georgia,Active,5581,PORT I LIQUORS,504 ALBANY RD BAINBRIDGE GA 39817-3702
Georgia,Active,53778,PORT ROYAL TAVERN,199 E BAY ST SAVANNAH GA 31401-1201
Georgia,Active,29169,PORT ROYALE MARINA,9200 LAN MAR RD STE A GAINESVILLE GA 30506-5868
Georgia,Inactive,49591,PORTER BASS,11750 MAYS CANYON RD GUERNEVILLE CA 95446-9492
Georgia,Inactive,48928,PORTER CREEK VINEYARDS,8735 WESTSIDE RD HEALDSBURG CA 95448-8335
Georgia,Active,54890,PORTER HOUSE,24 E MAIN ST DAHLONEGA GA 30533-1228
Georgia,Inactive,4881,PORTER'S PLACE,403 ELBERT ST ELBERTON GA 30635-2340
Georgia,Inactive,59692,PORTERDALE BAR & GRILL,52 S BROAD ST STE 200 PORTERDALE GA 30014-3354
Georgia,Active,69163,PORTERDALE BAR & GRILL,52 SOUTH BROAD ST STE 200 PORTERDALE GA 30070
Georgia,Inactive,64980,PORTERDALE BAR & GRILL,"52 S. BROAD ST., STE 200., PORTERDALE GA 30014-3354"
Georgia,Inactive,48347,PORTERDALE BAR AND GRILL,52 HIGHWAY 81 S STE 200 PORTERDALE GA 30016-8610
Georgia,Inactive,53446,PORTERDALE BAR AND GRILL,52 HIGHWAY 81 S STE 200 PORTERDALE GA 30016-8610
Georgia,Active,41257,PORTERHOUSE GRILL,459 E BROAD ST ATHENS GA 30601-2820
Georgia,Inactive,47749,PORTET WINE SELECTIONS,2287 MONTICELLO RD NAPA CA 94558-9613
Georgia,Inactive,61558,"PORTFOLIO LIMITED EDITION, LLC",68 EL NIDO DR NAPA CA 94559-2143
Georgia,Inactive,34601,PORTLAND BREWING CO,2730 NW 31ST AVE PORTLAND OR 97210
Georgia,Inactive,52655,PORTO BELLO,3370 LAWRENCEVILLE SUWANEE RD STE 114 SUWANEE GA 30024-6569
Georgia,Active,24515,PORTOFINO,3199 PACES FERRY PL NW ATLANTA GA 30305-1355
Georgia,Inactive,45797,PORTOFINO ITALIAN GRILL PIZZA,1554 RIVERSTONE PKWY STE 100 CANTON GA 30114-2887
Georgia,Inactive,3999,POSH 74 ATL LIVE,120 S 1ST ST WARNER ROBINS GA 31088-4704
Georgia,Inactive,60094,POSITIVE AMERICAN YOUTH INC,3129 PIEDMONT RD NE ATLANTA GA 30305-2516
Georgia,Inactive,58522,POSITIVE IMPACT INC,THE COMMONS EAST POINT GA 30344
Georgia,Inactive,60284,POSITIVE VIBES INC,5015 CASCADE OVERLOOK SW ATLANTA GA 30331-7372
Georgia,Inactive,58790,POSSMANN NORTH AMERICA INC,2285 COPPERFIELD DR MENDOTA HTS MN 55120-1907
Georgia,Active,67352,POSSMANN NORTH AMERICA INC,1043 GRAND AVENUE STE 293 SAINT PAUL MN 55105
Georgia,Inactive,55544,POST BUY SELL AND TRADE,2340 PROVIDENCE CHURCH RD TALLAPOOSA GA 30176-3972
Georgia,Inactive,61675,"POTOMAC CELLARS, LLC",275 DECATUR RD STAFFORD VA 22554-3014
Georgia,Inactive,65981,POTOSI IMPORT EXPORT,363 WEST ERIE ST STE 400 CHICAGO IL 60654
Georgia,Active,46722,POTRILLO MEXICAN RESTAURANT 2,8465 HOLCOMB BRIDGE RD STE 570 JOHNS CREEK GA 30022-8630
Georgia,Inactive,38033,POTTS STORE,15524 HIGHWAY 36 COVINGTON GA 30014-7882
Georgia,Active,68276,POTTS STORE,15524 HIGHWAY 36 COVINGTON GA 30014-7882
Georgia,Inactive,53194,POTTSDAM IMPORT & EXPORT INC,1401 PEACHTREE ST NE STE 500 ATLANTA GA 30309-3041
Georgia,Inactive,51208,"POTTSDAM IMPORT & EXPORT, INC",547 BROYLES ST SE ATLANTA GA 30312-3159
Georgia,Active,65866,POULAN FOOD MART,106 US HIGHWAY 82 NW POULAN GA 31781-3904
Georgia,Inactive,58714,POUR,1418 DRESDEN DR NE STE 170 ATLANTA GA 30319-7002
Georgia,Inactive,24172,POUR LARRY'S,206 W SAINT JULIAN ST SAVANNAH GA 31401-2514
Georgia,Active,64989,POUR LARRY'S,206 W SAINT JULIAN ST SAVANNAH GA 31401-2514
Georgia,Active,57597,POUR WINE MARKET,1418 DRESDEN DR NE STE 180 ATLANTA GA 30319-7002
Georgia,Inactive,65416,POVERTY IS REAL,DOWNTOWN DECATUR SQUARE DECATUR GA 30030
Georgia,Inactive,23422,POWDER SPRING BEVERAGE,1123 POWDER SPRINGS ST MARIETTA GA 30064-3937
Georgia,Active,14185,POWDER SPRINGS BOTTLE SHOP,3221 NEW MACLAND RD POWDER SPRINGS GA 30127-1742
Georgia,Inactive,46044,POWELL'S GROCERY,904 PINERIDGE DR VALDOSTA GA 31602-2333
Georgia,Inactive,3822,POWELL'S LIQUORS,234 E 2ND ST DONALSONVILLE GA 39845-1604
Georgia,Inactive,6328,POWELLS GROCERY,401 N FOREST AVE HARTWELL GA 30643-1250
Georgia,Inactive,2659,POWER BEVERAGE,3196 DONALD LEE HOLLOWELL PKWY NW ATLANTA GA 30318-4410
Georgia,Active,67851,POWER PACKAGE,3196 DONALD LEE HOLLOWELL PKWY NW ATLANTA GA 30318-4410
Georgia,Inactive,45235,POWERHOUSE ENTERPRISES LLC,1168 JOE FRANK HARRIS PKWY SE CARTERSVILLE GA 30120-4207
Georgia,Active,43892,POWERLINE RESTAURANT,7367 GA HWY 45 DAMASCUS GA 39841
Georgia,Active,44868,POWERS BEVERAGE OUTLET,609 N EXPRESSWAY GRIFFIN GA 30223-2021
Georgia,Active,19977,POWERS FERRY AMOCO,5500 NORTHSIDE DR NW ATLANTA GA 30327-4228
Georgia,Inactive,46185,POWERS FERRY FOOD MART,2145 POWERS FERRY RD SE MARIETTA GA 30067-5201
Georgia,Active,32745,"PRAGAT GURU HARI KRUPA, LLC",406 NATHAN DEAN BYP ROCKMART GA 30153-1647
Georgia,Active,60139,PRAGER WINERY & PORT WORKS,1281 LEWELLING LN SAINT HELENA CA 94574-2235
Georgia,Active,61500,PRAGER WINERY & PORT WRKS INC,1282 LEWELLING LN ST HELENA CA 94574-2235
Georgia,Active,61275,"PRAIRIE BERRY, LLC",23837 HIGHWAY 385 HILL CITY SD 57745-6517
Georgia,Active,47138,PRAMUKH 88 INCORPORATED,906 KNOXVILLE ST STE A FORT VALLEY GA 31030-3973
Georgia,Active,25069,PRANAMI FOOD MART II,801 S COLUMBIA AVE RINCON GA 31326
Georgia,Active,41686,PRANAMI INC,103 TOWN PARK DR RINCON GA 31326-5120
Georgia,Active,56643,PRANZO,44 MIDWAY SQ SAINT SIMONS ISLAND GA 31522-6701
Georgia,Active,66087,PRAPTI SHETH INVESTMENTS INC,2301 E VICTORY DR THUNDERBOLT GA 31404-3921
Georgia,Active,65764,PRATHAM SHUBH INC,98 PECAN ST BONAIRE GA 31005
Georgia,Inactive,57290,PRE MEMORIAL DAY PARTY & CAR S,5840 ROSWELL RD NE SANDY SPRINGS GA 30328-4906
Georgia,Inactive,49107,"PRECEPT BRAND, LLC",3534 BAGLEY AVE N SEATTLE WA 98103-9113
Georgia,Active,46143,PRECEPT BRANDS LLC,1910 FAIRVIEW AVE E STE 400 SEATTLE WA 98102-3662
Georgia,Inactive,44702,"PRECIS INTERNATIONAL, INC",1339 E. KATELLA STE #342 ORANGE CA 92867-5042
Georgia,Inactive,29613,PREFERRED TO GO FOOD EMPORIUM,2221 PEACHTREE RD NE ATLANTA GA 30309-1148
Georgia,Inactive,43489,PREGO,11 GATEWAY BLVD SAVANNAH GA 31419-9745
Georgia,Inactive,38062,PREISS IMPORTS,2415 EAST FIRESTONE BLVD SOUTH GATE CA 92080
Georgia,Inactive,59110,PREISS IMPORTS,10360 SORRENTO VALLEY RD SAN DIEGO CA 92121-1600
Georgia,Inactive,36775,PREISS IMPORTS,2415 FIRESTONE BLVD SOUTH GATE CA 90280-2630
Georgia,Inactive,42248,PREISS IMPORTS,10360 SORRENTO VALLEY RD STE E SAN DIEGO CA 92121-1600
Georgia,Active,45450,PREM KRISHNA INC,502 W BAY ST SAVANNAH GA 31401-1117
Georgia,Active,65408,PREMAD CORNER,7415 JONESBORO RD JONESBORO GA 30236-2472
Georgia,Inactive,60078,PREMIER EVENTS,NORTH PARK EAST PARK WEST PARK MARIETTA SQ MARIETTA GA 30060
Georgia,Inactive,58370,PREMIER EVENTS,NORTH PARK EAST PARK WEST PARK MARIETTA SQ MARIETTA GA 30060
Georgia,Inactive,60079,PREMIER EVENTS,NORTH PARK EAST PARK WEST PARK MARIETTA SQ MARIETTA GA 30060
Georgia,Inactive,60080,PREMIER EVENTS,NORTH PARK EAST PARK WEST PARK MARIETTA SQ MARIETTA GA 30060
Georgia,Inactive,57396,PREMIER EVENTS MANAGEMENT,326 NELSON ST SW NELSON ST @ WALKER @ LARKIN ATLANTA GA 30313
Georgia,Inactive,43137,PREMIER EVENTS MANAGEMENT,50 UPPER ALABAMA ST SW & PEACH ATLANTA GA 30303
Georgia,Inactive,43333,PREMIER EVENTS MANAGEMENT,50 UPPER ALABAMA ST SW & PEACH ATLANTA GA 30303
Georgia,Inactive,57347,PREMIER EVENTS MANAGEMENT,112 KROG ST NE KROG & IRWIN ATLANTA GA 30307
Georgia,Inactive,46146,PREMIER EVENTS MANAGEMENT,855 VIRGINIA HIGHLAND AVENUE ATLANTA GA 30306
Georgia,Inactive,42477,PREMIER EVENTS MANAGEMENT,50 UPPER ALABAMA ST SW & PEACH ATLANTA GA 30303
Georgia,Inactive,45921,PREMIER EVENTS MANAGEMENT INC,"NORTH PARK, EAST PARK, WEST PA MARIETTA GA 30060"
Georgia,Inactive,55418,PREMIER EVENTS MANAGEMENT INC,950 FORREST ST ROSWELL GA 30075
Georgia,Inactive,49118,PREMIER EVENTS MANAGEMENT INC,PIEDMONT PARK ATLANTA GA 30355
Georgia,Inactive,44307,PREMIER EVENTS MANAGEMENT INC,855 VIRGINIA AV SE VA & TODD ATLANTA GA 30315
Georgia,Inactive,49136,PREMIER EVENTS MANAGEMENT INC,395 PIEDMONT AVENUE ATLANTA GA 30306
Georgia,Inactive,44306,PREMIER EVENTS MANAGEMENT INC,855 VIRGINIA AV SE VA & TODD ATLANTA GA 30315
Georgia,Inactive,49291,PREMIER EVENTS MANAGEMENT INC,963 EDGEWOOD AVE EUCL & WAVLY ATLANTA GA 30307
Georgia,Inactive,44390,PREMIER EVENTS MANAGEMENT INC,DECATUR DOWNTOWN SQ DECATUR GA 30030
Georgia,Inactive,52946,PREMIER EVENTS MANAGEMENT INC,400 PARK (CHARLES ALLEN ATLANTA GA 30306
Georgia,Inactive,49758,PREMIER EVENTS MANAGEMENT INC,963 EDGEWOOD AVE WAVLY & EDGWD ATLANTA GA 30307
Georgia,Inactive,49985,PREMIER EVENTS MANAGEMENT INC,400 PARK DR NE (LAKE CLARA BRI ATLANTA GA 30306
