X,Y,Name,Description
-85.280114,34.704432,Walker County Jail,"<div>Facility type: Local</div><div>Geoid: <a href=""http://www.prisonersofthecensus.org/data/2010blocks/132950207003024/"">132950207003024</a></div><div>County: Walker County</div><div>2010 Correctional Population: 201</div>"
-83.696057,33.774035,Walton County Jail,"<div>Facility type: Local</div><div>Geoid: <a href=""http://www.prisonersofthecensus.org/data/2010blocks/132971107004009/"">132971107004009</a></div><div>County: Walton County</div><div>2010 Correctional Population: 447</div>"
-82.414695,31.253669,Ware County Jail,"<div>Facility type: Local</div><div>Geoid: <a href=""http://www.prisonersofthecensus.org/data/2010blocks/132999502002030/"">132999502002030</a></div><div>County: Ware County</div><div>2010 Correctional Population: 368</div>"
-82.408161,31.253888,,"<div>Facility type: </div><div>Geoid: <a href=""http://www.prisonersofthecensus.org/data/2010blocks/132999502002034/"">132999502002034</a></div><div>County: Ware County</div><div>2010 Correctional Population: 29</div>"
-82.39621,31.256829,Ware State Prison,"<div>Facility type: State</div><div>Geoid: <a href=""http://www.prisonersofthecensus.org/data/2010blocks/132999502002038/"">132999502002038</a></div><div>County: Ware County</div><div>2010 Correctional Population: 1529</div>"
-82.830261,32.959052,Washington County Jail,"<div>Facility type: Local</div><div>Geoid: <a href=""http://www.prisonersofthecensus.org/data/2010blocks/133039503002063/"">133039503002063</a></div><div>County: Washington County</div><div>2010 Correctional Population: 69</div>"
-82.593757,32.990898,Washington Corr. Institution,"<div>Facility type: State</div><div>Geoid: <a href=""http://www.prisonersofthecensus.org/data/2010blocks/133039505001057/"">133039505001057</a></div><div>County: Washington County</div><div>2010 Correctional Population: 1555</div>"
-81.909664,31.587837,Wayne County Correction Facility,"<div>Facility type: Local</div><div>Geoid: <a href=""http://www.prisonersofthecensus.org/data/2010blocks/133059703004025/"">133059703004025</a></div><div>County: Wayne County</div><div>2010 Correctional Population: 124</div>"
-81.900965,31.560442,FCI Jesup,"<div>Facility type: Federal</div><div>Geoid: <a href=""http://www.prisonersofthecensus.org/data/2010blocks/133059705001037/"">133059705001037</a></div><div>County: Wayne County</div><div>2010 Correctional Population: 1943</div>"
-82.776625,32.144293,Wheeler Correctional Facility,"<div>Facility type: Private</div><div>Geoid: <a href=""http://www.prisonersofthecensus.org/data/2010blocks/133097802003065/"">133097802003065</a></div><div>County: Wheeler County</div><div>2010 Correctional Population: 1911</div>"
-83.758383,34.614805,White County Jail,"<div>Facility type: Local</div><div>Geoid: <a href=""http://www.prisonersofthecensus.org/data/2010blocks/133119502032106/"">133119502032106</a></div><div>County: White County</div><div>2010 Correctional Population: 62</div>"
-84.988487,34.792563,Whitfield County Jail,"<div>Facility type: Local</div><div>Geoid: <a href=""http://www.prisonersofthecensus.org/data/2010blocks/133130005024018/"">133130005024018</a></div><div>County: Whitfield County</div><div>2010 Correctional Population: 374</div>"
-83.305539,31.992581,Wilcox County Jail,"<div>Facility type: Local</div><div>Geoid: <a href=""http://www.prisonersofthecensus.org/data/2010blocks/133159601001100/"">133159601001100</a></div><div>County: Wilcox County</div><div>2010 Correctional Population: 18</div>"
-83.307724,31.986536,Wilcox State Prison,"<div>Facility type: State</div><div>Geoid: <a href=""http://www.prisonersofthecensus.org/data/2010blocks/133159601001122/"">133159601001122</a></div><div>County: Wilcox County</div><div>2010 Correctional Population: 1829</div>"
-82.73586,33.686017,Wilkes Pre-Release Center,"<div>Facility type: State</div><div>Geoid: <a href=""http://www.prisonersofthecensus.org/data/2010blocks/133170103023043/"">133170103023043</a></div><div>County: Wilkes County</div><div>2010 Correctional Population: 215</div>"
-82.723389,33.720302,Cecil A Moore Law Enforcement Center,"<div>Facility type: Local</div><div>Geoid: <a href=""http://www.prisonersofthecensus.org/data/2010blocks/133170103024022/"">133170103024022</a></div><div>County: Wilkes County</div><div>2010 Correctional Population: 51</div>"
-83.175591,32.804325,Wilkinson County Jail,"<div>Facility type: Local</div><div>Geoid: <a href=""http://www.prisonersofthecensus.org/data/2010blocks/133199602003005/"">133199602003005</a></div><div>County: Wilkinson County</div><div>2010 Correctional Population: 39</div>"
-83.836555,31.527954,Worth County Jail,"<div>Facility type: Local</div><div>Geoid: <a href=""http://www.prisonersofthecensus.org/data/2010blocks/133219505003040/"">133219505003040</a></div><div>County: Worth County</div><div>2010 Correctional Population: 26</div>"
